pca_0,pca_1,target
2.442659378051758,1.3788361549377441,1.0
2.0793333053588867,0.6328054666519165,1.0
2.3016090393066406,0.5768030881881714,1.0
2.4137511253356934,1.3167601823806763,1.0
1.9563524723052979,1.0702629089355469,1.0
2.4191462993621826,0.7264285087585449,1.0
2.651878833770752,0.7306202054023743,1.0
2.315049648284912,0.925800621509552,1.0
2.697003126144409,1.088425874710083,1.0
2.7128779888153076,1.0098780393600464,1.0
2.4510867595672607,1.2184628248214722,1.0
2.6580867767333984,1.0013160705566406,1.0
2.627892255783081,0.8954864740371704,1.0
2.68745756149292,0.881748378276825,1.0
2.4993340969085693,0.8599221706390381,1.0
2.310227870941162,0.5971060395240784,1.0
2.356492042541504,0.9848881959915161,1.0
2.1721816062927246,1.2932980060577393,1.0
2.375549077987671,0.9014222025871277,1.0
2.2699995040893555,0.7906852960586548,1.0
2.270612955093384,0.14584881067276,1.0
2.528895854949951,1.2198960781097412,1.0
2.2023062705993652,0.5906278491020203,1.0
2.5015368461608887,0.6483449935913086,1.0
2.856297016143799,0.870882511138916,1.0
2.4642586708068848,1.046434998512268,1.0
2.6901590824127197,0.89902663230896,1.0
2.583104372024536,1.128975510597229,1.0
2.371790885925293,0.7901567816734314,1.0
2.4418506622314453,1.3884735107421875,1.0
2.039452314376831,0.7796481847763062,1.0
2.725878953933716,0.4800609052181244,1.0
2.3382997512817383,0.5485008955001831,1.0
2.4929518699645996,0.8419385552406311,1.0
2.1978652477264404,1.1079097986221313,1.0
1.8998115062713623,0.3147463798522949,1.0
2.6980440616607666,0.87005215883255,1.0
1.887075662612915,0.8185103535652161,1.0
2.5705199241638184,0.7471868991851807,1.0
2.3658695220947266,1.065773367881775,1.0
2.465049982070923,1.1894248723983765,1.0
2.579303503036499,0.7340909838676453,1.0
2.1205568313598633,1.1705660820007324,1.0
3.023277759552002,0.5994092226028442,1.0
2.225433349609375,1.2808798551559448,1.0
2.3335628509521484,0.7640484571456909,1.0
2.593912124633789,0.9351797699928284,1.0
2.723919153213501,1.2388734817504883,1.0
2.5553174018859863,0.4840822219848633,1.0
1.9131579399108887,0.6536927223205566,1.0
1.7296658754348755,1.2464230060577393,1.0
2.3867268562316895,1.2143418788909912,1.0
2.5749120712280273,0.8789305686950684,1.0
2.7776541709899902,0.9376962780952454,1.0
1.985434651374817,1.1416778564453125,1.0
